  0.000    0.000000
  1.000    0.000000
  2.000    0.000000
  3.000    0.000000
  4.000    0.000000
  5.000    0.000000
  6.000    0.000000
  7.000    0.000000
  8.000    0.000000
  9.000    0.000000
 10.000    0.000000
 11.000    0.000000
 12.000    0.000000
 13.000    0.000000
 14.000    0.000000
 15.000    0.000000
 16.000    0.000000
 17.000    0.000000
 18.000    0.000000
 19.000    0.000000
 20.000    0.000000
 21.000    0.000000
 22.000    0.000000
 23.000    0.000000
 24.000    0.000000
 25.000    0.000000
 26.000    0.167252
 27.000    0.000000
 28.000    0.000000
 29.000   -0.000000
 30.000    0.000000
 31.000    0.000000
 32.000    0.000000
 33.000    0.000000
 34.000    0.000000
 35.000    0.000000
 36.000   -0.000000
 37.000    0.000000
 38.000    0.000000
 39.000    0.000000
 40.000   -0.000000
 41.000   -0.000000
 42.000   -0.000000
 43.000    0.000000
 44.000   -0.000000
 45.000    0.000000
 46.000   -0.000000
 47.000   -0.000000
 48.000   -0.000000
 49.000    0.000000
 50.000    0.000000
 51.000   -0.000000
 52.000   -0.000000
 53.000    0.000000
 54.000    0.027534
 55.000    0.027534
 56.000    0.027534
 57.000    0.027534
 58.000    0.027534
 59.000    0.016856
 60.000   -0.000000
 61.000    0.000000
 62.000   -0.000000
 63.000    0.000000
 64.000    0.000000
 65.000   -0.000000
 66.000    0.000000
 67.000    0.000000
 68.000    0.000000
 69.000    0.000000
 70.000   -0.000000
 71.000    0.000000
 72.000    0.000000
 73.000   -0.000000
 74.000    0.000000
 75.000   -0.000000
 76.000    0.000000
 77.000   -0.000000
 78.000   -0.000000
 79.000    0.000000
 80.000    0.000000
 81.000    0.000000
 82.000   -0.000000
 83.000    0.147712
 84.000    0.147712
 85.000    0.147712
 86.000    0.147712
 87.000    0.147712
 88.000    0.147712
 89.000    0.000000
 90.000    0.000000
